ward_no,date,mean
46,2018-09-18,-0.6074317173512992
45,2018-09-18,-0.2843812423468057
44,2018-09-18,-0.20005245140848515
43,2018-09-18,-0.22432394478964496
42,2018-09-18,-0.22275758626605707
41,2018-09-18,-0.337459786475223
40,2018-09-18,-0.3036065847193842
39,2018-09-18,-0.1811683967455284
38,2018-09-18,-0.17717935958859532
37,2018-09-18,-0.1986574247358532
36,2018-09-18,-0.2565906519285541
35,2018-09-18,-0.36303304841196826
34,2018-09-18,-0.7128175659220249
33,2018-09-18,-0.6583829121367877
32,2018-09-18,-0.4356921145199791
31,2018-09-18,-0.4182529435786141
30,2018-09-18,-0.3162577319575185
29,2018-09-18,-0.23967099485949497
28,2018-09-18,-0.20665801348065185
27,2018-09-18,-0.1911166342245395
26,2018-09-18,-0.1933746006744196
25,2018-09-18,-0.2191900098915624
24,2018-09-18,-0.3737218412916633
23,2018-09-18,-0.27450161815126023
22,2018-09-18,-0.23364319153855184
21,2018-09-18,-0.23902147244150945
20,2018-09-18,-0.4647876834552647
19,2018-09-18,-0.4390752497551671
18,2018-09-18,-0.2704436419194979
17,2018-09-18,-0.2592265183369405
16,2018-09-18,-0.2736440504406807
15,2018-09-18,-0.2616987339854489
14,2018-09-18,-0.2720610665955495
13,2018-09-18,-0.25562691533685306
12,2018-09-18,-0.3938872429417754
11,2018-09-18,-0.30994296926823856
10,2018-09-18,-0.25068091762566136
9,2018-09-18,-0.22146228961148914
8,2018-09-18,-0.5085575813234562
7,2018-09-18,-0.2508299110045582
6,2018-09-18,-0.2479784050296577
5,2018-09-18,-0.3435077489741127
4,2018-09-18,-0.3990532877898897
3,2018-09-18,-0.4893943256982385
2,2018-09-18,-0.4138022503013469
1,2018-09-18,-0.4898258745337285
48,2018-09-25,-0.5002873499704973
47,2018-09-25,-0.4333182057638379
46,2018-09-25,-0.4556115840483637
45,2018-09-25,-0.19455002097838286
44,2018-09-25,-0.12180250202412253
43,2018-09-25,-0.129383415867076
42,2018-09-25,-0.12251375353028444
41,2018-09-25,-0.34191217637015703
40,2018-09-25,-0.22171834227774326
39,2018-09-25,-0.09878576096493467
38,2018-09-25,-0.0919534247836374
37,2018-09-25,-0.10473693367717443
36,2018-09-25,-0.13141744972618766
35,2018-09-25,-0.1993680845590643
34,2018-09-25,-0.490704909051811
33,2018-09-25,-0.3512037790455768
32,2018-09-25,-0.12630820203466245
31,2018-09-25,-0.1374422592016062
30,2018-09-25,-0.10462659713635614
29,2018-09-25,-0.1080841569211274
28,2018-09-25,-0.0910382396829018
27,2018-09-25,-0.08839309534288392
26,2018-09-25,-0.044508113572934084
25,2018-09-25,-0.06372447317731424
24,2018-09-25,-0.4077442317268125
23,2018-09-25,-0.08959600632598963
22,2018-09-25,-0.09124583433734464
21,2018-09-25,-0.0972878765258717
20,2018-09-25,-0.1863445361834241
19,2018-09-25,-0.2184740888500372
18,2018-09-25,-0.08395545072638147
17,2018-09-25,-0.13234076769435002
16,2018-09-25,-0.15346869776347394
15,2018-09-25,-0.15071985157312054
14,2018-09-25,-0.2291946914162457
13,2018-09-25,-0.16844497416818727
12,2018-09-25,-0.4706299385590021
11,2018-09-25,-0.3352288021512443
10,2018-09-25,-0.11492379219292086
9,2018-09-25,-0.0661918126722047
8,2018-09-25,-0.3482625690043068
7,2018-09-25,-0.11978358090734033
6,2018-09-25,-0.109964048554067
5,2018-09-25,-0.20852889702035785
4,2018-09-25,-0.3219476565301944
3,2018-09-25,-0.4783793020020865
2,2018-09-25,-0.3494965166799114
1,2018-09-25,-0.38558517444529344
48,2018-10-02,-0.8523838314753209
47,2018-10-02,-0.7960366495973371
46,2018-10-02,-0.786609458997612
45,2018-10-02,-0.5930350471185952
44,2018-10-02,-0.4595709500791667
43,2018-10-02,-0.5017124399393691
42,2018-10-02,-0.4791272462603737
41,2018-10-02,-0.7010741366668128
40,2018-10-02,-0.4880226014190076
39,2018-10-02,-0.32689712746080657
38,2018-10-02,-0.3304376874654265
37,2018-10-02,-0.40401995127311996
36,2018-10-02,-0.43557593968064257
35,2018-10-02,-0.5248638599305792
34,2018-10-02,-0.8009486719768056
33,2018-10-02,-0.7063278724708026
32,2018-10-02,-0.5384796564704221
31,2018-10-02,-0.5393818870327526
30,2018-10-02,-0.3555967058642022
29,2018-10-02,-0.33672251485695426
28,2018-10-02,-0.3321073112973049
27,2018-10-02,-0.33185302167779285
26,2018-10-02,-0.3425266256483805
25,2018-10-02,-0.36480967929067704
24,2018-10-02,-0.6140067757803277
23,2018-10-02,-0.4020325806795998
22,2018-10-02,-0.34465101760216776
21,2018-10-02,-0.34279806448808303
20,2018-10-02,-0.5125591176107781
19,2018-10-02,-0.4986883078099255
18,2018-10-02,-0.3446172742234961
17,2018-10-02,-0.3475359858000849
16,2018-10-02,-0.3585804627140567
15,2018-10-02,-0.35801708951715405
14,2018-10-02,-0.4731495118642146
13,2018-10-02,-0.4369030864005158
12,2018-10-02,-0.7279357498396557
11,2018-10-02,-0.6703820103179942
10,2018-10-02,-0.3808781400574165
9,2018-10-02,-0.31567055458697324
8,2018-10-02,-0.5527072512253521
7,2018-10-02,-0.3344696165491847
6,2018-10-02,-0.40278076172781146
5,2018-10-02,-0.475282127210925
4,2018-10-02,-0.5327488162154742
3,2018-10-02,-0.6193478026289544
2,2018-10-02,-0.5127490765708903
1,2018-10-02,-0.5682068836696046
48,2018-10-09,-0.17193091435221095
47,2018-10-09,-0.1359745774371865
46,2018-10-09,-0.1656216538518445
45,2018-10-09,0.030789074637834663
44,2018-10-09,0.09551076507613994
43,2018-10-09,0.08064803980379404
42,2018-10-09,0.1031851110268373
41,2018-10-09,-0.03146737357438987
40,2018-10-09,0.043053164083993116
39,2018-10-09,0.1441567192099505
38,2018-10-09,0.1326998452845784
37,2018-10-09,0.10401959070260752
36,2018-10-09,0.08307982001536064
35,2018-10-09,0.014560777312368125
34,2018-10-09,-0.2334366952583464
33,2018-10-09,-0.16208404537231572
32,2018-10-09,0.01356668933463045
31,2018-10-09,0.01857885627713801
30,2018-10-09,0.09723959080277472
29,2018-10-09,0.12755099543764573
28,2018-10-09,0.1263123650942638
27,2018-10-09,0.12005029175339672
26,2018-10-09,0.12948930476406945
25,2018-10-09,0.09890565052535363
24,2018-10-09,-0.04614689588089041
23,2018-10-09,0.08081428929537239
22,2018-10-09,0.11752983469962625
21,2018-10-09,0.1183343394389334
20,2018-10-09,-0.014628654846069462
19,2018-10-09,-0.001256532573136479
18,2018-10-09,0.1304850985629238
17,2018-10-09,0.10025378658590108
16,2018-10-09,0.08590592593670585
15,2018-10-09,0.08649827759164964
14,2018-10-09,0.0015909026444861855
13,2018-10-09,0.048572474994029384
12,2018-10-09,-0.1606535909771338
11,2018-10-09,-0.09795704649186544
10,2018-10-09,0.08156487755795748
9,2018-10-09,0.13457877830732862
8,2018-10-09,-0.11154128567855848
7,2018-10-09,0.07673021193444636
6,2018-10-09,0.05214709857516247
5,2018-10-09,-0.018606707910029184
4,2018-10-09,-0.06340168265114868
3,2018-10-09,-0.13394812111116147
2,2018-10-09,-0.0794515545683806
1,2018-10-09,-0.119176068741652
48,2018-10-16,-0.3160767296097997
47,2018-10-16,-0.35443402843728555
46,2018-10-16,-0.4457130296838897
45,2018-10-16,-0.16644207666829944
44,2018-10-16,-0.1054451045282781
43,2018-10-16,-0.0939369578411309
42,2018-10-16,-0.11422684890860285
41,2018-10-16,-0.1789338550681187
40,2018-10-16,-0.11997812949388703
39,2018-10-16,-0.08899725935515129
38,2018-10-16,-0.10607223352360784
37,2018-10-16,-0.12393346002423247
36,2018-10-16,-0.1771764563498125
35,2018-10-16,-0.2400794886327223
34,2018-10-16,-0.5434576225165589
33,2018-10-16,-0.4774952604036235
32,2018-10-16,-0.3002027734869369
31,2018-10-16,-0.24242025271436216
30,2018-10-16,-0.2141313127990176
29,2018-10-16,-0.1654362992068703
28,2018-10-16,-0.1523310742677668
27,2018-10-16,-0.1421505331686649
26,2018-10-16,-0.10085956240835048
25,2018-10-16,-0.0956310114472394
24,2018-10-16,-0.2412667661437381
23,2018-10-16,-0.10597491086578896
22,2018-10-16,-0.1398411846827281
21,2018-10-16,-0.18341796647501465
20,2018-10-16,-0.339967991197577
19,2018-10-16,-0.3258480693398175
18,2018-10-16,-0.19049127051769751
17,2018-10-16,-0.1686703764559984
16,2018-10-16,-0.1826205431158418
15,2018-10-16,-0.1807661374186996
14,2018-10-16,-0.16354932402212158
13,2018-10-16,-0.13187328860499942
12,2018-10-16,-0.35655843451969554
11,2018-10-16,-0.3278471352233952
10,2018-10-16,-0.15954174124883996
9,2018-10-16,-0.1664631460062371
8,2018-10-16,-0.4171711193183928
7,2018-10-16,-0.16809636620489324
6,2018-10-16,-0.1529264282677551
5,2018-10-16,-0.25439623700240244
4,2018-10-16,-0.32872046227334417
3,2018-10-16,-0.4600274263083472
2,2018-10-16,-0.3710452512838301
1,2018-10-16,-0.4035413330861379
48,2018-10-23,-0.6031645410242696
47,2018-10-23,-0.5559257512404684
46,2018-10-23,-0.54476576056126
45,2018-10-23,-0.3641929961326335
44,2018-10-23,-0.3259432141640333
43,2018-10-23,-0.3268456817221677
42,2018-10-23,-0.3374664175956343
41,2018-10-23,-0.4655924183448238
40,2018-10-23,-0.3921019251220431
39,2018-10-23,-0.3201301324520525
38,2018-10-23,-0.3187508005079558
37,2018-10-23,-0.3341503734782212
36,2018-10-23,-0.3392287826891991
35,2018-10-23,-0.3667565216844959
34,2018-10-23,-0.570961447826389
33,2018-10-23,-0.5077833352243124
32,2018-10-23,-0.4129947524680596
31,2018-10-23,-0.40021756309183204
30,2018-10-23,-0.3656887758890247
29,2018-10-23,-0.3448013089791113
28,2018-10-23,-0.337376413569611
27,2018-10-23,-0.3233281356922864
26,2018-10-23,-0.3288466029513486
25,2018-10-23,-0.3314320819012485
24,2018-10-23,-0.5137393403286892
23,2018-10-23,-0.3865412331488172
